CustomerID,PredictedLoss
7933,16.149737141388275
9308,4.035239972114676
87760,9.764262392766776
53334,0.9898414378657967
72303,8.633624100803607
36604,3.549604957483966
50474,4.47780926079091
103963,2.603714044922283
104188,6.716880130214367
101249,3.2747779434754425
8457,2.0616174570985697
24630,4.873684885132441
60383,1.4080544068375827
97609,6.70847053131703
68891,1.8885420691670327
84265,5.797967475144135
65249,1.8865157922581166
44881,5.275165811243369
86874,6.8728103159087
36521,4.338361377935161
105253,5.09190016340281
70144,10.430498608027218
66290,4.228357192785599
25249,4.7379492449392515
102791,4.640249652905739
23577,8.806940353487104
71673,4.283480906644783
10577,4.6854505952657695
26366,4.779777781545709
12485,2.65076810420602
37480,7.5697863246275565
6992,2.5035012859379697
16781,5.728166339689215
92804,4.430742392097773
26166,2.997408891198264
88287,2.2205776494245897
42483,2.7422935408513713
11370,6.100572347565406
4278,3.2544761343451305
49737,2.8394912533389935
98905,4.309904788294498
3656,8.447954914240597
10241,1.704001642780543
5097,4.454880956765502
17167,4.5445649293754835
64382,4.168940484242607
21850,2.781067065062006
66342,1.3193453365767578
43466,4.523591878919248
74540,4.51868996857592
24558,9.56306364830598
7927,1.925686545962905
46681,3.198252529979429
14641,3.404677531382718
47205,3.485902594640469
82203,3.4477541442012765
43071,3.184260416518948
25520,5.241325049003624
57865,1.892471089693759
34486,4.469106051680802
96613,5.930301201916965
39898,4.767260237980141
16985,2.456631770228445
86174,6.142334296323746
95574,5.010004500617686
41194,1.9717944561950465
2666,5.0994898251818555
17098,2.5772391031977278
72377,6.150908043751449
12256,3.9485266327305553
93484,5.384028282041111
32877,4.7119232461118905
42357,7.2605179350236595
4301,1.3587936821842286
8351,2.7871328734165366
23069,2.941446992828278
64831,4.914972566279865
102340,7.42476400942774
74355,3.001789035127934
23124,9.364315832952204
71961,4.540830367580423
12987,1.5295165769205485
86958,3.4503971126028636
15728,11.333119390163047
19476,2.908224542728956
104440,3.010864273377187
88190,1.8823308745449598
40993,3.7632070712873937
62522,3.264238323530111
28848,4.706456514092549
40047,4.596045330780303
65920,3.7656699708595194
26429,12.033165044551701
36674,8.56527751460445
31873,3.0330502764969864
40783,4.511830498493372
20374,2.3410465552062143
46595,1.5609096433140528
101879,3.119313746128592
11252,2.0765300738549324
104815,1.4715437105912565
24139,9.051467396200437
15835,2.397093681190163
78860,12.055715670609843
13976,5.292313697746454
32531,3.517853145128485
77361,3.7963419109495486
70992,9.731364133987633
28201,3.2043029258275855
85085,4.4168008278405715
59930,2.383309869543751
22485,2.6260478402053904
40592,5.235406242778305
103517,2.599911702816105
78709,3.754774769266787
33980,6.268381539524194
98790,5.6378495834457
100294,5.915826394526819
84739,3.186555391741997
41937,5.729553855302515
48365,6.170369005723544
29550,5.715015289369911
56488,2.6915057490574554
86114,3.718651508570411
51702,3.9992190527861564
80914,5.134614664890595
30202,3.8638531787044164
55005,3.024818602291422
37077,2.030725130491425
62687,5.553608997151995
37531,2.0116001398480297
44474,1.1627596207922284
16663,2.3625791111206755
34016,4.790989652036307
43207,2.648797740044146
6523,3.1788779148837922
41468,5.514783345951352
48338,4.520502510842905
76222,5.011412692579213
44598,4.077120220097897
76225,3.7619392522938657
57034,3.738742268679573
38019,4.48772565671969
84499,9.126992957798032
10606,5.800663306825674
33730,6.86449730064345
87714,1.403874152968688
103322,4.034735569940969
60924,3.619570007068793
19035,2.343619460671664
94301,3.6115036896685644
29276,4.929046846703669
95559,3.6126279769397605
41051,3.870154659018973
68546,3.133109528705122
103314,6.481013847422632
94927,6.178453236318591
15682,3.0893630676454302
58785,3.409288029879964
57770,2.0589552617324127
38229,4.931072948487385
46823,5.4759415511633645
36323,10.996848424762877
19350,4.111749483844494
3462,2.427658362245177
21427,2.7507799391076113
48970,3.633391302306788
75103,4.183430701404186
104356,2.867483925797175
14183,3.7688377085776836
65687,2.402639933436109
81458,2.8028634794224834
42312,11.05059248279845
77795,5.899393719183709
23878,5.56540137101102
86922,5.114316054640947
102961,6.0266146161597
75924,10.263205489876865
9500,4.703889785314327
73837,3.105903564580724
59584,5.657189509230395
51521,5.599253439762093
57288,2.6300916281306477
61898,3.2035090302256273
51552,6.041621921635094
62740,5.529980051053845
71536,4.338752285719953
6134,4.094452291759209
90268,4.682371879577218
3965,4.736174519080393
79639,5.610483295629004
62504,3.1832771245346567
53954,6.41150401442873
45029,5.303511709336484
26025,3.703649612139068
9791,10.48368153323965
36942,9.168911590062443
12492,9.960665735537965
85354,9.06942767564557
94324,3.188529458906613
13050,3.2085095214283337
93692,11.731610917843614
23621,2.7690279037796426
31216,1.8771428628525535
50704,3.7049498780561763
32669,8.07469545891819
85619,5.889780175575714
82572,5.301127795800028
6773,4.539979517146186
80239,1.2727847706441617
95982,7.2844326182505394
22103,7.3891107661728235
72461,2.789497657132307
22602,6.521851228894495
56278,6.174184009455531
48524,7.0006744599417905
91689,6.955955808352583
61246,4.112325300674835
55102,8.467751795328077
5621,6.579338401364927
91543,10.406321463709471
2152,8.320643408456002
92172,3.8573071779725967
58392,2.947751664375549
75617,2.1329757491190664
69490,7.139583605469391
103122,6.33984749110549
47680,4.437501648697971
94216,2.1921653093156386
7756,6.58426335054262
6937,5.206830728062441
10621,3.8792481217059644
101902,5.381485733458584
50770,3.18524220523496
24330,3.676415572917589
20542,1.2908227497837537
3775,3.425775203366225
37821,3.1867090650283165
52331,7.856001815577905
64717,1.9896029310931627
22331,3.918381087611983
98371,9.00789531393627
48387,6.830017074229437
77589,1.9210432508999644
99241,7.7337526264515715
37373,3.819001604679002
40642,3.2455269120802908
48191,5.744129104505845
100706,3.0067721315564757
64385,1.7437658514660535
103532,2.44819218496315
80931,4.087321117462337
92964,5.787997328307337
100777,4.496245051649577
65966,3.553335642947621
12403,2.492465876008186
90222,3.8227954699251407
41240,7.860692287000907
20084,2.650190628770109
56882,7.167225558593993
43198,5.740721977339831
51596,2.500856129185322
91023,2.2953444256334268
9440,3.948024097012507
72141,3.660449843796333
2655,2.6678304462247464
97261,2.6983658864837117
68820,5.1124794304990555
88934,3.835173069178975
89721,3.456547452286256
66625,5.165675634002928
57200,2.053443344873144
46003,2.090505990839259
92270,2.8189528708046376
4582,3.50762568793592
91904,16.695332478714235
95410,8.371543161592674
69965,5.389811791441349
19979,3.11041191151199
3383,3.473060347383431
76020,4.082671891549651
12300,4.335729950053303
45611,9.70836190543849
85778,6.89221947964363
39788,3.1276598870316072
104892,4.904994968622432
79898,8.391398972668833
96512,4.097490477634944
81050,5.537361400867248
52904,2.059454199753927
5597,1.7343258891334554
67392,2.5639870044752637
22040,3.361937646422797
93633,3.714065859836882
51244,2.4444074913237186
27170,2.918000626443579
68008,3.7477234938329946
35850,5.397307176887597
97106,5.9480463728009685
42116,2.3559396489997337
104099,5.951712213248398
11840,3.206731231471858
75938,2.4439978006611405
104334,5.335984008292087
47186,3.834286117962522
28154,7.345253604241465
